id,x,y,z,ts_in,ts_out
0,0.838,0.838,0.312,504,1457
1,0.22,0.63,0.93,528,1613
2,0.098,0.398,0.752,590,1040
3,0.525,0.625,0.225,334,1570
4,1.0,0.145,1.0,801,1382
5,0.733,0.117,0.417,982,1837
6,0.568,0.582,0.282,316,1790
7,0.878,0.878,0.272,740,786
8,0.891,0,0,121,279
9,0.69,0.46,0.39,481,1546
10,0.652,0.498,0.352,348,1520
11,0.152,0.698,0.998,655,1006
12,0.374,0.776,0.776,277,337
13,0.188,0.488,0.662,36,473
14,0.031,0.819,0.031,850,1522
15,0.701,0.701,0.149,1000,1254
16,0.249,0,0.901,180,679
17,0.731,0.731,0.419,948,1508
18,0.764,0.386,0.386,480,1067
19,0.063,0.787,0.063,898,1612
20,0.292,0.858,0,407,556
21,0.988,0.162,0.688,770,1042
22,0.556,0.294,0.556,54,1557
23,0.327,0.523,0.327,235,1909
24,0.669,0.181,0.969,446,1164
25,0.556,0.856,0.294,397,1609
26,1.0,0.829,0.021,708,1914
27,0.088,0.762,0.088,233,947
28,0.361,0.489,0.661,398,1826
29,0.678,0.172,0.678,792,1184
30,0.824,0.326,0.326,140,782
31,0.768,0.082,0.768,419,1702
32,0.254,0.896,0.254,468,554
33,0.931,0,0,616,1630
34,0.312,0.312,0.538,635,1117
35,0.29,0.56,0.86,756,1479
36,0.185,0,0.965,809,1731
37,0.182,0.182,0.968,955,1932
38,0.711,0.139,0.439,283,1301
39,0,0.929,0,414,1819
40,1.0,1.0,0.024,355,1316
41,1.0,0.785,0.065,950,1933
42,1.0,0.127,0.723,229,788
43,0,0.948,0,913,1646
44,0.256,0.256,0.894,900,971
45,0.414,0.114,0.736,814,935
46,0.414,0.736,0.736,611,621
47,0.186,0.964,0.186,677,1699
48,0.955,0.195,0.955,283,1827
49,0.39,0.46,0.46,541,1507
50,0.58,0.57,0.28,830,1038
51,0.598,0.552,0.252,348,1180
52,0.784,0.066,0.066,136,1459
53,0.663,0.487,0.363,428,1209
54,0.177,0.673,0.673,323,957
55,0.521,0.629,0.629,634,893
56,0.925,0.225,0.925,333,1033
57,0.159,0.991,0.159,41,316
58,0.649,0.949,0.201,169,1238
59,0.125,0.725,0.725,456,1373
60,0.693,0.457,0.393,333,1566
61,0.314,0.536,0.314,229,341
62,0.187,0.487,0.663,908,1061
63,0.869,0.869,0.281,930,1312
64,0.162,0.688,0.162,42,638
65,0.606,0.606,0.244,411,1880
66,0.378,0.772,0.772,72,359
67,0.288,0.862,0,690,1710
68,0.577,0.273,0.877,667,1475
69,0,0,0.911,987,1778
70,0.011,1.0,0.839,146,561
71,0.826,0.324,0.024,838,1261
72,1.0,0.069,0.781,673,905
73,0.788,0.062,0.788,803,1247
74,0.811,0.339,0.039,690,1806
75,0.678,0.172,0.472,693,1102
76,1.0,0.097,1.0,960,1330
77,0.908,0.908,0.242,585,1105
78,0.595,0.255,0.595,498,1753
79,0.797,1.0,0.053,328,1630
80,0.952,0.652,0.198,140,973
81,0.828,0.828,0.322,166,638
82,0.912,0.912,0.238,137,1422
83,0.434,0.416,0.734,495,1177
84,1.0,1.0,0.104,268,1302
85,0.441,0.409,0.709,87,1944
86,0.906,0,0,903,1905
87,0.155,0.995,0.995,456,1564
88,0.448,0.702,0.702,989,1912
89,0.236,0.236,0.914,52,864
90,0.881,0,0,699,1990
91,0.182,0.668,0.482,488,1621
92,0.972,0.178,0.972,762,1892
93,1.0,1.0,0.042,326,1375
94,0.834,0.834,0.016,922,1184
95,0.081,0.769,1,151,750
96,1.0,0.09,1.0,463,1850
97,0.231,0,0.919,127,576
98,0.096,0.754,0.754,271,1359
99,0.589,0.589,0.561,808,1853
100,0.291,0.559,0.559,614,993
101,0.372,0.372,0.778,606,1759
102,0.766,0.084,1.0,73,1944
103,0.127,0.723,0.127,225,1170
104,0.63,0.63,0.52,904,1839
105,0.162,0.988,0.162,962,1529
106,0.441,0.409,0.741,742,901
107,0,0.896,0,349,1243
108,0.357,0.793,0.057,589,1614
109,1.0,0.81,0.04,902,1699
110,0,0.881,0.269,513,620
111,0.434,0.134,0.716,292,1120
112,0.157,0.157,0.693,377,1266
113,0.546,0.304,0.546,602,1494
114,0.483,0.483,0.367,675,783
115,0.609,0.241,0.541,195,1229
116,0.303,0.847,0.303,995,1729
117,0.552,0.298,0.552,928,1443
118,0.774,0.774,0.076,971,1528
119,0.016,0.834,1,466,1758
120,0.186,0.664,0.664,326,1648
121,0.404,0.446,0.446,36,605
122,0.908,0.908,0.242,45,782
123,0.468,0.468,0.382,837,990
124,0,0.886,0.264,303,1911
125,0.509,0.809,0.341,457,1510
126,0.372,0.072,0.778,452,1937
127,0.64,0.51,0.21,204,1803
128,0.964,0,0.186,588,1300
129,0.647,0.647,0.503,264,890
130,0.588,0.262,0.588,504,623
131,0.093,0.757,0.393,374,1239
132,0.383,0.467,0.683,365,407
133,0.531,0.531,0.319,887,1905
134,0.733,0.733,0.117,725,1115
135,0.759,0.391,0.459,626,1496
136,0.321,0.529,0.321,916,999
137,0.53,0.23,0.62,2,1896
138,0.701,0.149,0.701,290,928
139,0.019,0.831,0.019,183,1351
140,0.238,0.912,0.912,60,1938
141,0.738,0.112,1.0,859,1176
142,0.092,1.0,1,674,1721
143,0.818,0.032,0.818,550,1965
144,0.428,0.422,0.422,260,1521
145,0.051,0.799,0.051,282,968
146,0.443,0.707,0.443,830,1969
147,0.853,0,0,747,1142
148,1.0,1.0,0.04,344,1928
149,0.709,0.709,0.441,486,1023
150,0.69,0.69,0.16,864,1115
151,0.531,0.319,0.319,434,948
152,0.402,0.448,0.402,819,1999
153,0.654,0.496,0.654,747,1896
154,1.0,0.107,0.743,784,934
155,0.376,0.376,0.474,951,1197
156,0.462,0.462,0.688,352,1887
157,0.753,0.753,0.397,855,861
158,0.114,0.736,1,651,1749
159,0.548,0.548,0.602,540,1906
160,0.56,0.56,0.59,759,1500
161,0.941,0,0,368,1130
162,0.482,0.368,0.482,363,1226
163,0.545,0.845,0.305,146,655
164,0.615,0.535,0.535,665,736
165,0.586,0.564,0.564,369,1904
166,0.917,0.233,0,299,375
167,0.281,0.281,0.569,362,725
168,0.79,0.06,0.06,195,1548
169,0.798,0.352,0.052,227,1316
170,0,0,0.994,709,719
171,0.431,0.419,0.419,740,1304
172,0.749,0.449,0.401,883,1252
173,0.571,0.571,0.579,230,1723
174,0.99,0.16,0.99,464,1187
175,0.892,0.258,0,357,706
176,0.926,0.224,0.626,439,880
177,0.461,0.461,0.689,268,1013
178,0.361,0.489,0.661,948,1599
179,0.909,0.909,0.241,388,1167
180,0.263,0.263,0.587,511,736
181,0.98,0.17,0.68,242,501
182,0.282,0.282,0.568,798,1369
183,0.014,0.836,0.836,731,1861
184,0.413,0.737,0.737,771,971
185,0.66,0.19,0.19,729,1718
186,0.275,0.575,0.575,420,1589
187,0.412,0.738,0.112,560,791
188,0.317,0.533,0.617,756,763
189,0.223,0,0.927,327,912
190,0.234,0.916,0.616,231,1685
191,0.447,0.703,0.147,809,1356
192,0.703,0.447,0.147,45,1596
193,0.114,0.736,0.114,445,582
194,0.45,0.45,0.7,49,777
195,0.102,1.0,0.748,436,1684
196,0.908,0.608,0.242,792,1706
197,0.25,0.55,0.6,402,1300
198,0.525,0.225,0.625,467,1119
199,0.974,0.176,0,771,999
200,0.031,0.819,1,620,704
201,0.805,0.345,0.505,787,1972
202,0.796,0.054,0.796,884,1958
203,0.396,0.754,0.396,529,1186
204,0.295,0.555,0.555,217,1208
205,0.292,0.558,0.592,715,986
206,0.126,0.724,0.126,805,1053
207,0.207,0.507,0.643,861,965
208,0,1.0,0.15,588,1981
209,0.258,0.892,0.592,769,956
210,0.842,1.0,0.008,462,1776
211,0.286,0.864,0.864,152,635
212,1.0,0.832,0.018,283,1568
213,0.681,0.169,0.981,977,1869
214,0.355,0.055,0.795,273,1148
215,0.774,0.376,0.076,73,887
216,0.659,0.191,0.191,832,1812
217,0.214,0.936,0.636,274,521
218,0.942,0.208,0,37,1253
219,0.002,0.302,0.848,808,1813
220,0.391,0.091,0.759,175,1147
221,0,0.856,0,832,878
222,0.523,0.627,0.327,56,1233
223,0.352,0.798,0.498,958,1736
224,0,0,0.916,51,1139
225,0.418,0.732,0.432,907,1277
226,0.655,0.655,0.495,633,1390
227,0.316,0.834,0.316,464,1579
228,0.394,0.756,0.756,167,233
229,0,0,0.887,651,1063
230,0.837,0.537,0.313,808,862
231,0.791,0.359,0.059,945,1560
232,0.794,0.056,1.0,754,960
233,0.654,0.496,0.496,892,1132
234,0.375,0.775,0.475,248,487
235,0.855,0,0.295,521,621
236,0.342,0.508,0.808,361,643
237,1.0,0.084,0.766,805,1338
238,0.719,0.431,0.419,599,1224
239,0.389,0.461,0.389,963,1276
240,0.196,0.196,0.954,379,792
241,0.302,0.548,0.302,428,1439
242,0.976,0.174,0,686,922
243,0.759,0.391,0.391,300,1160
244,0.863,0.287,0,994,1650
245,0.801,0.049,0.801,571,581
246,0.741,0.109,0.109,511,1961
247,0.356,0.794,0.356,558,1930
248,0.705,0.445,0.445,378,1244
249,0.592,0.558,0.558,554,1608
250,0.761,0.389,0.461,59,1819
251,0.682,0.168,0.468,205,820
252,0.74,0.11,0.11,576,1685
253,0.17,0.68,0.47,164,1776
254,0.208,0.508,0.642,68,559
255,0.403,0.747,0.747,104,910
256,0.392,0.758,0.458,729,1237
257,0.364,0.486,0.486,787,1348
258,0.197,0.653,0.653,484,1911
259,0.504,0.646,0.646,508,1428
260,0.487,0.363,0.787,682,1807
261,0.505,0.345,0.505,16,48
262,0.785,0.485,0.365,553,618
263,0.635,0.215,0.935,23,778
264,0.375,0.475,0.375,200,1154
265,0.265,0.565,0.585,350,1743
266,0,0.93,0.22,31,275
267,0.4,0.75,0.45,938,1090
268,1.0,0.059,1.0,8,231
269,0.553,0.597,0.253,755,1597
270,0.565,0.865,0.285,418,568
271,0.187,0.663,0.487,710,1995
272,0.739,0.739,0.411,248,258
273,0,0,0.965,142,1651
274,0.912,0.238,0.238,164,1717
275,0.469,0.681,0.169,256,1074
276,0.598,0.252,0.598,158,1378
277,0.605,0.245,0.905,732,801
278,0.719,0.131,0.131,619,1080
279,0.626,0.224,0.626,289,1815
280,0.256,0.894,0.256,760,1778
281,0,0.94,0,633,709
282,0.72,0.13,1.0,898,1917
283,0.454,0.696,0.454,268,1909
284,1.0,0.747,0.103,850,1046
285,0.737,0.413,0.437,512,1102
286,0.899,0,0.251,611,1063
287,0.854,0,0,27,1383
288,0.455,0.155,0.695,307,1582
289,0.35,0.5,0.5,694,727
290,1.0,0.799,0.051,649,911
291,0.849,0.849,0.001,631,1863
292,0.864,0.286,0.564,542,1637
293,0.639,0.211,0.211,801,1043
294,0.764,0.764,0.086,468,663
295,0.398,0.398,0.452,25,1983
296,0.407,0.443,0.743,541,1159
297,0.059,0.791,0.359,594,732
298,0.673,0.673,0.177,624,1572
299,0.612,0.238,0.612,50,985
300,0.047,1.0,0.803,45,334
301,0.6,0.55,0.55,445,872
302,0.679,0.471,0.679,524,787
303,1.0,0.127,1.0,624,1711
304,0.528,0.622,0.228,238,1307
305,0.587,0.287,0.563,350,1424
306,0.643,0.643,0.207,446,1503
307,0.886,0.886,0.264,543,887
308,0.557,0.293,0.557,438,983
309,0.711,0.411,0.439,816,1889
310,0.944,0.206,0.644,300,1875
311,0.347,0.503,0.503,494,1551
312,0.148,0.702,1,37,970
313,0.097,0.097,0.753,700,1452
314,0.376,0.774,0.376,826,1721
315,0.342,0.508,0.808,64,1049
316,0.633,0.217,0.217,37,174
317,0.526,0.826,0.324,949,1731
318,0.106,0.744,0.406,895,1302
319,0.247,0.903,0,816,1961
320,1.0,1.0,0.062,54,1419
321,0.666,0.184,0.966,503,1623
322,0.821,0.329,0.521,426,1498
323,0.328,0.522,0.822,419,1283
324,0.616,0.234,0.916,201,292
325,0.816,0.516,0.334,137,1958
326,0.802,0.802,0.048,999,1495
327,0.663,0.487,0.663,418,1451
328,0.623,0.323,0.527,393,397
329,0.76,0.46,0.39,748,1554
330,0.827,0.827,0.323,844,891
331,0.995,0,0,134,766
332,0.813,0.037,0.813,97,1617
333,0.821,0.029,0.029,267,819
334,0.836,0.014,0.836,140,859
335,1.0,0.745,0.105,953,1998
336,0.828,0.322,0.022,277,1469
337,0.183,0.967,0.967,675,690
338,0.816,0.334,0.034,19,1840
339,0.035,0.335,0.815,237,757
340,0.808,0.042,0.808,291,499
341,0.5,0.35,0.35,430,744
342,0.354,0.654,0.496,727,946
343,0.021,0.321,0.829,845,924
344,0.036,0.814,0.036,857,1780
345,0,0,0.934,104,1919
346,0.384,0.766,0.084,549,762
347,0.175,0.975,0.975,650,1302
348,0.921,0,0,233,1509
349,0,0.883,0.267,595,1477
350,0.314,0.836,0.836,401,1465
351,0.456,0.756,0.394,32,1512
352,0,0,0.918,788,1136
353,0.349,0.501,0.349,372,1548
354,0.18,0.67,0.97,744,1313
355,0.133,1.0,1,565,1355
356,0.021,0.321,0.829,850,1103
357,0.273,0.577,0.577,871,1073
358,0.818,0.332,0.818,394,1579
359,0.554,0.254,0.596,339,729
360,0.468,0.382,0.468,988,1589
361,1.0,1.0,0.122,297,358
362,0.799,0.351,0.799,882,1747
363,0.386,0.464,0.686,863,1002
364,1.0,0.71,0.14,228,605
365,0.309,0.309,0.541,892,1347
366,0.803,0.047,0.347,612,1710
367,0,0.975,0,102,469
368,0.079,0.771,0.771,941,1654
369,0.587,0.587,0.263,213,1673
370,0.645,0.205,0.645,761,1324
371,0.907,0.243,0,120,1876
372,0.774,0.774,0.376,239,244
373,0.686,0.164,0.164,19,1149
374,0.737,0.113,0.413,365,636
375,0.507,0.207,0.643,245,1833
376,0.971,0.179,0.971,179,1753
377,0.451,0.399,0.451,490,554
378,0.343,0.507,0.343,156,1304
379,0.13,0.72,0.72,674,1765
380,0.03,0.33,0.82,268,1596
381,0.128,1.0,1,693,1031
382,0.227,0.527,0.623,618,1379
