id,x,y,z,ts_in,ts_out
0,0.873,0.887,0.737,743,1896
1,0.127,0.61,0.4,839,1936
2,0.605,0.212,0.046,885,1358
3,0.902,0.932,0.336,407,732
4,0.98,0.738,0.241,760,961
5,0.92,0.68,0.744,883,1184
6,0.36,0.332,0.98,235,1347
7,0.248,0.388,0.958,915,1856
8,0.35,0.45,0.45,133,449
9,0.285,0.423,0.035,353,691
10,0.256,0.395,0.065,442,508
11,0.093,0.495,0.068,589,1660
12,0.036,0.412,0.118,381,984
13,0.331,0.726,0.59,731,1863
14,0.733,0.067,0.155,812,1827
15,0.252,0.527,0.986,367,1957
16,0.99,0.904,0.94,992,1539
17,0.6,0.747,0.316,746,753
18,0.616,0.465,0.086,378,1553
19,0.76,0.04,0.805,903,1180
20,0.741,0.67,0.376,224,519
21,0.726,0.257,0.634,534,587
22,0.77,0.251,0.78,728,1413
23,0.008,0.111,0.375,371,1718
24,0.587,0.62,0.28,651,675
25,0.176,0.426,0.417,156,631
26,0.519,0.442,0.04,935,1247
27,0.999,0.979,0.201,522,1482
28,0.014,0.835,0.098,883,1544
29,0.204,0.916,0.306,317,506
30,0.197,0.172,0.903,546,665
31,0.854,0.227,0.258,511,1784
32,0.749,0.543,0.729,695,873
33,0.52,0.428,0.656,620,1506
34,0.678,0.198,0.575,128,1037
35,0.946,0.316,0.257,790,954
36,0.98,0.398,0.886,274,1782
37,0.64,0.892,0.409,85,389
38,0.138,0.328,0.023,624,1227
39,0.638,0.256,0.246,964,1249
40,0.51,0.052,0.459,499,617
41,0.619,0.338,0.15,734,1719
42,0.968,0.742,0.318,315,1287
43,0.047,0.338,0.538,92,1544
44,0.987,0.478,0.262,956,1668
45,0.391,0.489,0.997,524,1004
46,0.33,0.68,0.994,43,614
47,0.724,0.686,0.11,586,1587
48,0.85,0.819,0.568,247,1009
49,0.686,0.502,0.82,675,1583
50,0.706,0.088,0.169,340,781
51,0.004,0.99,0.064,902,1311
52,0.35,0.499,0.755,814,1645
53,0.219,0.207,0.869,65,1229
54,0.558,0.989,0.597,206,1664
55,0.343,0.203,0.633,530,972
56,0.405,0.56,0.161,559,832
57,0.952,0.581,0.135,505,513
58,0.528,0.589,0.374,270,1292
59,0.555,0.904,0.304,910,1187
60,0.74,0.887,0.628,134,1273
61,0.618,0.709,0.453,308,699
62,0.728,0.346,0.52,90,1179
63,0.825,0.736,0.185,213,1686
64,0.741,0.65,0.721,993,1229
65,0.303,0.394,0.411,236,891
66,0.593,0.823,0.936,373,1355
67,0.005,0.688,0.691,784,1842
68,0.585,0.666,0.847,667,1953
69,0.28,0.89,0.487,150,380
70,0.097,0.683,0.288,163,584
71,0.702,0.226,0.258,241,395
72,0.278,0.609,0.201,224,1333
73,0.232,0.767,0.45,695,1473
74,0.677,0.355,0.301,948,1037
75,0.896,0.727,0.338,207,1614
76,0.021,0.149,0.531,983,1930
77,0.807,0.866,0.261,20,1173
78,0.283,0.458,0.913,874,1976
79,0.345,0.458,0.901,196,1790
80,0.765,0.244,0.567,926,1400
81,0.608,0.636,0.055,652,1398
82,0.81,0.779,0.145,912,1747
83,0.388,0.034,0.022,835,857
84,0.852,0.508,0.665,331,1464
85,0.65,0.993,0.992,631,1409
86,0.2,0.832,0.844,703,1109
87,0.791,0.581,0.221,117,793
88,0.797,0.08,0.879,168,1604
89,0.549,0.598,0.412,276,296
90,0.054,0.3,0.955,352,1968
91,0.545,0.17,0.688,765,1397
92,0.946,0.746,0.565,626,1337
93,0.062,0.192,0.946,450,922
94,0.25,0.404,0.106,925,1973
95,0.775,0.721,0.873,188,970
96,0.683,0.843,0.943,449,760
97,0.16,0.856,0.217,625,1759
98,0.145,0.331,0.816,45,759
99,0.929,0.989,0.301,605,1126
100,0.97,0.031,0.284,296,554
101,0.822,0.53,0.15,896,1849
102,0.013,0.681,0.542,248,1295
103,0.71,0.458,0.175,547,795
104,0.441,0.143,0.789,280,1544
105,0.692,0.247,0.189,359,506
106,0.95,0.684,0.572,712,996
107,0.055,0.769,0.056,334,1502
108,0.506,0.5,0.465,224,1902
109,0.627,0.727,0.655,30,530
110,0.335,0.816,0.074,162,644
111,0.03,0.685,0.579,561,1185
112,0.305,0.181,0.456,418,1490
113,0.18,0.744,0.196,613,845
114,0.78,0.11,0.5,953,1452
115,0.424,0.256,0.469,398,1201
116,0.009,0.923,0.758,277,1011
